Rating,Difficulty,Directions,Duration,Title,Category,Picture
4,3,“Add butter$ diced celery and carrots to a large stock pot over medium-high heat. Saute for 3 minutes. Add garlic and cook for another 30 seconds. Add chicken stock and season the broth with rosemary$ sage$ crushed red pepper$ and salt (definitely TASTE the broth before adding more salt)$ and pepper. Taste and add a spoonful of “better than bullion” chicken or chicken bouillon cubes or granules as needed. Bring broth to a boil. Add noodles (either uncooked homemade egg noodles$ or dry store-bought pasta) and cook just until noodles are al dente. If using store-bought noodles$ be cautious not to overcook them! Remove pot from heat as soon as they are just barely tender. The noodles will continue to cook once you remove the pot from the heat$ and you don’t want them mushy. Add chicken meat from the rotisserie chicken. Taste the broth again and add more seasonings$ if needed. Store leftovers in an airtight container in the refrigerator for 4-5 days$ depending on the freshness of the chicken you used.”,40,Chicken Noodle Soup,Dinner,chicken_noodle_soup.jpg
4,2,Spary crock pot w/ pam to make clean up easier. Place ingredients except chicken in crock pot and stir. Add chicken and cook on low for 3 to 4 hours on high. Serve over white rice.,240,Crock Pot Apricot Chicken,Dinner,crock_pot_apricot_chicken.jpg
3,3,Brown meat and onion. Layer in casserole glass dish: browned meat$ beans$ tomato soup$ mashed potatoes$ sliced butter$ grated cheese. Bake at 350 degrees for 30 minutes,50,Shepards Pie,Dinner,shepards_pie.jpg
5,2,Brown meat and onion in oil. Drain excess oil on paper towel. Return to pan and add flour and stir until well incorporated and browned about 2 minutes. Add cream of chicken soup and garlic powder and parsley. Mix well. Let simmer for 3 minutes. Turn heat to low and mix in sour cream. Add water if you want it thinner. Server over cooked egg noodles or rice.,30,Beef Stroganoff,Dinner,beef_stroganoff.jpg
5,2,Blend all ingredients together in a blender or food processor and store in the fridge 4 to 6 hours to let the flavors meld. Dressing tends to get spicier the longer it sits.,360,Creamy Tomatillo Dressing,Side,creamy_tomatillo_dressing.jpg
5,1,Place 3-4 lbs chuch roast in crock pot. Sprinkle over it ranch packet$ Au Jus packet$. Place on top butter and add in 10 Peperoncini peppers with a little bit of the juice from the bottle (add more if youd like; up to half the bottle). Cook on low for 8 to 10 hours or low for 4 to 6 hours.,600,Holy Pot Roast,Dinner,holy_pot_roast.jpg
5,2,Cream softened butter and sugar together and set aside. In a blender combine eggs bananas milk and vanilla. Blend well and pour into a large mixing bowl. In another bowl mix remaining dry ingredients. Slowly incorporate the dry mix into the banana mixture. Pour into greased mini loaf pans and bake at 350 degrees for 30 to 40 minutes. Remove when toothpick comes out of center of a loaf dry.,60,McKells Banana Bread,Side,mckells_banana_bread.jpg
4.7,2,1. Cook the spaghetti noodles in a large pot of lightly salted$ boiling water until al dente$ according to package directions. Drain and rinse with cool water. Return to the pot and set aside. 2. For the sauce$ in a medium bowl or large liquid measuring cup$ whisk together the broth$ peanut butter$ soy sauce$ chile-garlic sauce$ cornstarch$ brown sugar$ rice vinegar$ and sesame oil until smooth. Set aside. 3. In a large$ nonstick skillet set over medium-high heat$ add the ground meat$ salt$ pepper$ garlic and ginger$ and cook$ breaking the meat into pieces until no longer pink# 6-7 minutes. Drain any excess grease. 4. Return the skillet to medium heat$ whisk the sauce to recombine$ and pour over the meat mixture. Bring the mixture to a simmer and cook for 2-3 minutes until the sauce has thickened slightly. Stir in the cilantro. 5. Pour the meat/sauce mixture over the noodles in the pot. Serve immediately.,30,Dan Dan Noodles,Dinner,dan_dan.jpg
5,1,Mix all ingredients well. Deep fry in oil at 375 degrees. Used to bread white fish such as cod$ striper$ or other large filletes. Enough for 10 to 15 filletes.,10,Fried Fish Breading,Dinner,fried_fish_breading
5,5,"“For the Dough Pour yeast into a large bowl$ and add warm water. Allow it to sit (active yeast will become foamy) for 3-5 minutes. Add warm whole milk$ granulated sugar$ and beaten egg. Stir together with a dough whisk$ or rubber spatula. Add 1 1/2 cups of flour and stir until incorporated. Add salt and butter$ stir again. Add remaining 1 1/2 cups of flour gradually. The dough should be pulling away from the sides of the bowl$ but still sticky to the touch. Cover the bowl with plastic wrap$ and set in a warm place to rise for 1 hour$ or until doubled in size. Once the dough has risen$ it may be refrigerated (keep well covered) for up to 12 hours or overnight. When you are ready to make the kolaches$ pour the dough out onto a well-floured surface. Roll the dough out 1/2 inch thick$ and cut 2 1/2 inch circles out of the dough. Re-roll excess dough$ and cut again. I got about 18 rounds from this recipe. Place them on parchment lined baking sheets. Cover and let them rise for 45 minutes in a warm place. For the Filling In the meantime$ make the cream cheese filling. In a medium bowl$ use an electric mixer to whisk the cream cheese$ egg$ powdered sugar$ and vanilla extract until smooth. Set aside. When the dough rounds have risen$ preheat the oven to 375 degrees. Use the bottom of a glass or measuring cup to press a deep well into the center of each dough round. Fill each well with about two tablespoons of cream cheese filling. Swirl 1-2 teaspoons of raspberry preserves into the filling of each well. For a golden sheen$ brush the outer rim of the dough with an egg wash (1 egg beaten + 1 teaspoon water) before baking. Bake at 375 degrees for 11-14 minutes$ or until light golden brown. Transfer to a cooling rack$ and then dust with powdered sugar.”
",180,Raspberry Cream Cheese Kolaches,Breakfast,raspberry_cream_cheese_kolaches
5,3,Mix dry ingredients together in a large bowl. Add 1 large can of pumpkin pack (unspiced). Add oil. Bake 1 hour at 350 degrees Fahrenheit in a greased bread pan. Insert a tooth pick into the center of the bread at 1 hour to make sure it is baked through. The toothpick should pull out clean! If the bread is not done baking the center will collapse. When done$ take it half out of the pan and let it cool on a wire rack.,90,Mom Stephens Pumpkin Bread,Dessert ,mom_stephens_pumpkin_bread.jpg
5,2,Preheat oven to 375 degrees. In a small bowl mix the dry ingredients. In a large mixer cream butter with both white and brown sugar. Add vanilla and beat until mixed. Add egg one at a time mixing well after each. Mix in dry mix$ half a cup at a time. Add in chocolate chips and chopped pecans. Place on baking sheet in round balls and bake 9 to 11 minutes. Cool on wire rack for 2 minutes. Makes 5 dozen cookies.,60,Blakes Better Chocolate Chip Cookies,Dessert ,blakes_better_chocolate_chip_cookies.jpg
5,1,Trim Chicken Thighs of excess fat. Sprinkle generously with Kinders BBQ seasoning or your BBQ seasoning of choice. Air Fry at 415 degrees for 10 minutes. Do not overcrowd chicken$ do multiple batches if needed.,20,Air Fryer Chicken Thighs,Lunch,air_fryer_chicken_thighs.jpg
4,2,“Make the Tomato Soup: Put the tomatoes$ butter$ and onion in a large saucepan or Dutch oven. Bring it up to a low bubble$ then turn the heat to medium low. Cover partially with a lid; let it simmer for 45 minutes. Stir every 15 minutes or so to prevent scorching on the bottom. Remove Onion Chunks: Remove the onion pieces using tongs. I leave the garlic in there$ but that’s up to you! Blend the Tomato Soup: Using an immersion blender$ blend up the soup until it’s a smooth as you want it. Taste and adjust; you can thin it out with milk$ water$ broth$ cream$ whatever you want; I just leave it as-is! Serve: Serve tomato soup with garlic bread$ grilled cheese$ croutons$ crackers$ pesto$ whatever you like!”,50,Tomato Soup,Lunch,tomato_soup.jpg
5,2,Choose limes that have a thin skin. They should be smooth and easier to squeeze than limes with a thick rind. You will be that weirdo squeezing all the limes at the grocery store. Embrace it. Chop all 5 limes into small 1 inch chunks$ see photos. Add 2 cups ice water to a blender. You can leave in a few ice cubes if you want$ 5-8 is fine. Not too many$ you want to make sure you have enough liquid. Add the chopped limes to the blender. Blend in pulses for no more than a total of 15 seconds. Do not over blend; your limeade will get bitter from the lime piths! Set a strainer over a large glass measuring cup$ or over a bowl with a spout.* Pour the mixture through the strainer. Use a rubber spatula or your hands to press the blended limes as much as possible to get out as much liquid as you can. Pour the strained liquid back into the blender. Add a scant 2/3 cup sweetened condensed milk to the blender. (This is 10 tablespoons$ or you could measure it at 1/2 cup plus 2 tablespoons.) Blend again until it is nice and frothy. Serve immediately over a glass that is FULL of ice. It’s very important to serve Brazilian Lemonade cold! IMPORTANT! You must serve this drink IMMEDIATELY! Even waiting 20-30 minutes will not do. The longer it sits$ the more bitter it will become. This is because there is lime pith (the white stuff in between the flesh of the lime and the rind) in the drink$ and the bitterness of the pith takes over the sweetness the longer it sits. It’s super tasty served right away; not overly bitter at all. See notes for a Make Ahead Brazilian limeade recipe. This recipe makes about 3 cups. Don’t save leftovers. Don’t freeze leftovers. Live in the moment! CHUG CHUG CHUG!!!”,20,Brazilian Limeade,Side,brazilian_limeade.jpg
5,3,“Noodles: Put the pasta$ water$ and salt into the Instant Pot. Cook for 4 minutes using the manual function. Quick release the steam so your noodles don’t get overcooked. Cheese: Gently stir in the butter until melted. Add the cheese and milk (use 2-3 tablespoons of milk at a time$ as needed$ up to 1/2 cup). Add more seasoning or liquid if necessary. For best results$ let it sit for 5-10 minutes to let it thicken up a bit. MWAH! Enjoy. It’s so$ so good.”,20,Instant Pot Mac n Cheese,Lunch,instant_pot_mac_n_cheese.jpg
4.8,2,Add the water to the insert of a 6-quart electric pressure cooker. Add the butter$ salt and macaroni. Stir to even out the noodles. Pour in the milk. DO NOT STIR. Set the cook time for 3 minutes. Let the pressure naturally release for 5 minutes and then quick release the remaining pressure. If liquid spurts out of the valve$ close it and wait 1-2 minutes and try again. Keep the pressure cooker on the warm/hold setting (don’t hit cancel). Whisk together the sauce ingredients: 1/2 cup milk$ cornstarch$ dry mustard$ and hot sauce. Add the mixture to the cooked noodles$ breaking up clumps of noodles as you stir to combine well. Add the cheese$ one handful at a time$ and stir until each addition is melted before adding more. Once all the cheese is melted$ season to taste with additional salt$ if needed. At this point$ you can also drizzle in warm milk$ a tablespoon at a time$ for extra creamy mac and cheese. Serve immediately.,18,The Best Pressure Cooker Mac and Cheese,Dinner,pressure_cooker_mac_and_cheese.jpg
5,5,Grill a lightly salted T-bone until 125 degrees internal and let rest covered in tin foil for 10 minutes.,20,Tanners Famous T-bone,Dinner,tanners_famous_t-bone.jpg
3,1,Mix all ingredients,5,Honey Mustard,Side,honey_mustard.jpg
4,1,Make the sauce: Preheat oven to 400 degrees. Heat the olive oil over medium low heat. Add the onion and garlic; sauté until translucent and fragrant. Add passata and water or broth; bring to a low simmer. Add torn basil$ mascarpone$ and salt. YUM. Bake it up: Add gnocchi and spinach. Stir to coat evenly with sauce. Top with mozzarella slices and a sprinkle of Parmesan. Bake for 15-20 minutes$ until gooey and light golden brown on top. Serve with more basil.”,40,Three Cheese Baked Gnocchi and Spinach,Dinner,three_cheese_baked_gnocchi_and_spinach.jpg
4.6,4,"In a 4- or 5-quart pot, heat the olive oil over medium heat until hot and rippling. Add the chopped onion, carrots and thyme. Cook until the onion is translucent and carrots are slightly tender, stirring often, about 4-5 minutes. Stir in the garlic and cook, stirring constantly, until fragrant.
Whisk in the flour and cook, whisking or stirring constantly, until the flour is lightly golden, 1-2 minutes. Slowly whisk in the half-and-half. Whisk in the milk and chicken broth. Stir while bringing the mixture to a boil over medium to medium-high heat.
Cook, stirring often, until the mixture is slightly thickened, 5-7 minutes. Stir in the uncooked gnocchi and simmer over medium-low heat for 3-4 minutes, stirring occasionally. The soup should thicken up quite a bit while the gnocchi is cooking. Stir in the chicken and spinach and cook for 1-2 minutes until heated through. Season with salt and pepper to taste and serve.",38,Hearty Chicken Gnocchi Soup,Dinner,hearty_chicken_gnocchi_soup.jpg
4,1,Stir water$ Italian-style salad dressing$ and soy sauce together in a slow cooker. Add the pork roast. Sprinkle green onion and garlic over the pork. Cook on Low for 8 to 9 hours.,600,Kalua Pork,Lunch,kalua_pork.jpg
4.8,3,"In a large bowl or the bowl of an electric mixer, add the flour, salt, sugar and yeast. Mix. Add the water. Mix well, adding more flour, if needed, a bit at a time to form a soft, smooth dough that clears the sides and bottom of the bowl. It should be soft but not overly sticky.
Knead for 4-5 minutes until the dough is soft and stretchy. Grease the inside of a gallon-size ziploc-type bag with nonstick cooking spray and place the dough inside. Close the bag, leaving room for the dough to expand, and let it rest for 20-30 minutes (or up to 60 minutes) until doubled in size. Alternately, the dough can rise in a lightly greased, covered bowl.
Preheat oven to 500°F. The high heat ensures the pretzels will brown beautifully on the outside while staying soft and chewy on the inside. Line two half sheet pans with parchment paper and lightly grease with cooking spray.
Transfer the dough to a lightly greased or floured work surface, and cut the dough into four thick strips. Cut each strip of dough into about 6-8 pieces. It doesn’t have to be exact.
Combine the very hot water and baking soda and whisk to combine well.
Dip each pretzel bite in the baking soda solution (this helps give the pretzels a nice, golden-brown color). Let the excess liquid drip off before placing the pretzel bites a couple inches apart on the prepared baking sheets.
Sprinkle the pretzel bites with coarse, kosher salt. Allow them to rest, uncovered, for about 10 minutes.
Bake the pretzels for 7-8 minutes until golden brown.
Remove the pretzels from the oven, and immediately brush them with the melted butter. Keep brushing the butter on until you’ve used it all up; it may seem like a lot, but that’s what gives these pretzels their ethereal taste. Serve warm or at room temperature.",68,Easy Homemade Soft Pretzel Bites,Side,easy_homemade_soft_pretzel_bites.jpg
4,3,Cook and drain the ground beef$ then stir in the spaghetti sauce and simmer. Combine the cottage cheese$ 2 cups of mozzarella$ eggs$ half of the Parmesan$ and seasonings. Assemble the lasagna according to the detailed recipe. Bake covered for 45 minutes.  Uncover and continue baking for 10 minutes. ,80,Lasagna,Dinner,lasagna.jpg
